cell	UMI_per_cell	total_reads	total_mapped	gene_mapped	mapped_reads_per_UMI
WASP0040135	1567	20913	11189	4832	7.14039566049777
WASP0040136	1044	35790	17713	7966	16.9664750957854
WASP0040137	1794	68995	31998	14395	17.8361204013378
WASP0040138	763	20541	6193	2545	8.11664482306684
WASP0040139	1369	43428	21838	9729	15.9517896274653
WASP0040140	731	17890	7892	3219	10.796169630643
WASP0040141	485	22347	5252	2152	10.8288659793814
WASP0040142	507	8562	3105	1183	6.12426035502959
WASP0040143	1638	59505	43710	20252	26.6849816849817
WASP0040144	873	22812	10221	3983	11.7079037800687
WASP0040145	3573	86894	53743	24772	15.0414217744193
WASP0040146	2490	74201	46571	18777	18.7032128514056
WASP0040147	1269	44450	23887	10772	18.8234830575256
WASP0040148	1087	37789	22988	10606	21.148114075437
WASP0040149	1555	65780	41050	19150	26.3987138263666
WASP0040150	1578	54720	47277	20486	29.9600760456274
WASP0040151	3280	129810	100342	36770	30.5920731707317
WASP0040152	2362	60093	47507	21201	20.1130397967824
WASP0040153	3563	156126	104298	48719	29.272523154645
WASP0040154	1331	46150	29997	13713	22.5371900826446
WASP0040155	1690	65580	41055	18937	24.292899408284
WASP0040156	1856	49643	35679	15812	19.223599137931
WASP0040157	1026	15947	6922	2937	6.74658869395712
WASP0040158	1226	58886	14010	5866	11.4274061990212
WASP0040159	1744	56067	46700	22065	26.7775229357798
WASP0040160	2824	79767	78428	36623	27.771954674221
WASP0040161	4379	165101	123206	58212	28.135647408084
WASP0040162	2341	68863	55547	24973	23.7278940623665
WASP0040163	1940	60684	60280	26231	31.0721649484536
WASP0040164	1478	39872	33428	15263	22.617050067659
WASP0040165	1982	47531	57059	26158	28.7885973763875
WASP0040166	1031	34040	26802	12489	25.996120271581
WASP0040167	767	22594	11794	5288	15.3767926988266
WASP0040168	2126	71858	67807	31777	31.8941674506115
WASP0040169	1901	73132	47702	19977	25.0931088900579
WASP0040170	1053	39420	11302	4952	10.7331433998101
WASP0040171	1449	46682	36073	16693	24.8951000690131
WASP0040172	838	33788	11188	4696	13.3508353221957
WASP0040173	1453	43753	29942	13688	20.6070199587061
WASP0040174	1032	31056	18310	8220	17.7422480620155
WASP0040175	2142	64985	51230	23842	23.9169000933707
WASP0040176	1407	40681	27322	12636	19.4186211798152
WASP0040177	2468	76999	82105	38890	33.2678282009725
WASP0040178	2536	88965	68128	31722	26.8643533123028
WASP0040179	1102	40518	22036	10147	19.9963702359347
WASP0040180	1031	42133	30621	13940	29.7002909796314
WASP0040181	938	20841	16974	7531	18.0959488272921
WASP0040182	890	13886	7789	3258	8.75168539325843
WASP0040183	585	10399	6921	3042	11.8307692307692
WASP0040184	1150	7659	6591	2957	5.73130434782609
WASP0040185	294	13438	3106	1207	10.5646258503401
WASP0040186	587	19827	8173	3459	13.923339011925
WASP0040187	1213	26038	23618	10275	19.4707337180544
WASP0040188	2023	56594	58802	27667	29.0667325753831
WASP0040189	994	13148	7881	3280	7.92857142857143
WASP0040190	1883	59158	48632	22619	25.8268720127456
WASP0040191	481	9115	6217	2707	12.9251559251559
WASP0040192	868	19348	10625	4565	12.2407834101383
WASP0040193	1452	62358	23012	9884	15.8484848484848
WASP0040194	7377	251973	140425	57315	19.0355157923275
WASP0040195	1883	52066	35951	16393	19.0924057355284
WASP0040196	1551	67859	19473	8381	12.5551257253385
WASP0040197	1658	79191	14716	6308	8.87575392038601
WASP0040198	1059	25324	7158	2936	6.75920679886686
WASP0040199	2144	48276	13880	5954	6.47388059701493
WASP0040201	3720	99614	73360	30325	19.7204301075269
WASP0040202	1755	39406	15394	6524	8.77150997150997
WASP0040203	5451	198565	95415	43803	17.5041276829939
WASP0040204	1873	62887	16698	6631	8.91510945008009
WASP0040205	1822	290811	23845	9630	13.0872667398463
WASP0040206	2235	143329	32458	14357	14.5225950782998
WASP0040207	1596	81701	18924	8235	11.8571428571429
WASP0040208	1039	65673	11700	4870	11.2608277189605
WASP0040209	2253	52373	48910	22372	21.7088326675544
WASP0040210	2711	116559	49101	22172	18.1117668756916
WASP0040211	3033	113274	61571	24275	20.3003626772173
WASP0040212	2496	84964	55971	26385	22.4242788461538
WASP0040213	3229	106460	59892	27905	18.548157324249
WASP0040214	1154	21196	12138	5314	10.5181975736568
WASP0040215	1717	48502	41097	17715	23.9353523587653
WASP0040216	4479	150115	107250	50119	23.9450770261219
WASP0040217	2281	60821	47644	19984	20.8873301183691
WASP0040218	3163	179722	56351	24817	17.8156813152071
WASP0040219	1195	16599	10423	4103	8.72217573221757
WASP0040220	2377	68182	48327	20616	20.3310896087505
WASP0040221	2385	80049	38820	16972	16.2767295597484
WASP0040222	1476	41077	22263	9850	15.0833333333333
WASP0040223	1088	31946	7677	3167	7.05606617647059
WASP0040224	1764	122529	28994	13152	16.4365079365079
WASP0040225	6572	171130	136155	64089	20.7174376141205
WASP0040226	1761	48485	38378	18142	21.7932992617831
WASP0040227	3429	98500	89283	38791	26.0376202974628
WASP0040228	1514	40055	25397	10745	16.7747688243065
WASP0040229	2372	295555	50505	19458	21.2921585160202
WASP0040230	2327	82572	43884	20296	18.8586162440911
WASP0040231	2795	106490	56184	24386	20.1016100178891
WASP0040232	2681	64985	58511	23501	21.8243192838493
WASP0040233	3613	94113	80592	37819	22.3061168004428
WASP0040234	3085	140869	59877	22966	19.4090761750405
WASP0040235	2280	75801	49647	23113	21.775
WASP0040236	2879	67645	66281	30864	23.0222299409517
WASP0040237	2658	84226	43323	19781	16.2990970654628
WASP0040238	774	43140	6757	2554	8.72997416020672
WASP0040239	1542	47360	21671	9900	14.0538261997406
WASP0040240	5166	155914	101400	46929	19.6283391405343
WASP0040241	2337	60733	39025	17821	16.6987590928541
WASP0040242	2706	106290	39322	17519	14.5314116777531
WASP0040243	1739	60914	27331	12444	15.7165037377803
WASP0040244	1181	26840	22046	10348	18.6672311600339
WASP0040245	2532	263544	45107	18890	17.8147709320695
WASP0040246	1085	30027	23906	9974	22.0331797235023
WASP0040247	1075	27798	16213	7230	15.0818604651163
WASP0040248	2406	100239	37683	16750	15.6620947630923
WASP0040249	1734	49547	27630	12659	15.9342560553633
WASP0040250	1472	23342	11179	4794	7.59442934782609
WASP0040251	2212	56589	41141	19267	18.5990054249548
WASP0040252	1266	30851	22749	10298	17.9691943127962
WASP0040253	599	27417	7094	2933	11.8430717863105
WASP0040254	3226	90862	69749	26555	21.6208927464352
WASP0040255	1923	57847	32105	13523	16.6952678107124
WASP0040256	3546	109167	55242	25358	15.5786802030457
WASP0040257	651	16287	7413	3040	11.3870967741935
WASP0040258	7053	223336	146872	68793	20.8240465050333
WASP0040259	1535	53518	30017	13798	19.5550488599349
WASP0040260	2238	50078	47772	22292	21.3458445040214
WASP0040261	1466	33563	21356	9746	14.5675306957708
WASP0040262	1751	42560	30100	13670	17.1901770416905
WASP0040263	623	18592	6689	2679	10.7367576243981
WASP0040264	3282	78880	79681	37780	24.2781840341255
WASP0040265	632	16893	6945	2610	10.9889240506329
WASP0040266	606	24333	4631	1742	7.64191419141914
WASP0040267	2511	58100	48327	22768	19.2461170848268
WASP0040268	1398	26672	11660	4906	8.34048640915594
WASP0040269	1828	199500	39062	17082	21.3687089715536
WASP0040270	696	21032	6940	2829	9.97126436781609
WASP0040271	758	31444	10909	4731	14.3918205804749
WASP0040272	1050	17414	8151	3331	7.76285714285714
WASP0040273	711	28326	9871	4204	13.8832630098453
WASP0040274	1776	56504	39873	16642	22.4510135135135
WASP0040275	1277	39667	25162	11482	19.7039937353172
WASP0040276	952	93762	8221	2997	8.63550420168067
WASP0040277	2069	269804	49629	20058	23.9869502174964
WASP0040278	3558	88576	87830	33353	24.6852164137156
WASP0040279	1896	44748	40831	19287	21.5353375527426
WASP0040280	920	88311	14012	5956	15.2304347826087
WASP0040281	1176	12249	8174	3507	6.95068027210884
WASP0040282	3786	254424	83248	38846	21.9883782356049
WASP0040283	2853	140087	66523	28874	23.316859446197
WASP0040284	2296	45635	46163	21427	20.1058362369338
WASP0040285	4898	213200	117624	55142	24.014699877501
WASP0040286	709	13734	12052	5052	16.9985895627645
WASP0040287	953	36896	16132	7308	16.9275970619098
WASP0040288	362	7630	3917	1514	10.8204419889503
WASP0040289	1097	27184	9003	3714	8.20692798541477
WASP0040290	5160	163859	119019	45845	23.0656976744186
WASP0040291	2128	67657	32250	14776	15.1550751879699
WASP0040292	1546	43115	19253	8534	12.4534282018111
WASP0040293	1943	50195	32230	14518	16.5877509006691
WASP0040294	1293	34343	10673	4575	8.25444702242846
WASP0040295	1436	41930	18046	8013	12.566852367688
WASP0040296	349	7277	2313	947	6.62750716332378
WASP0040297	1685	51442	30549	13858	18.1299703264095
WASP0040298	4868	95858	52735	23821	10.8329909613804
WASP0040299	1733	48945	25092	11228	14.4789382573572
WASP0040300	1460	53388	19947	8332	13.6623287671233
WASP0040301	2763	112752	40004	18161	14.4784654361202
WASP0040302	1253	28181	17429	7765	13.9098164405427
WASP0040303	3854	109131	67278	31573	17.4566683964712
WASP0040304	5732	154356	115462	54601	20.1434054431263
WASP0040305	3576	103327	75774	31980	21.1895973154362
WASP0040306	7254	237697	159096	75288	21.9321753515302
WASP0040307	1436	35216	18823	8315	13.107938718663
WASP0040308	2545	79777	49483	22841	19.4432220039293
WASP0040309	2070	51349	37116	17038	17.9304347826087
WASP0040310	2706	73714	56806	22635	20.9926090169993
WASP0040311	1606	40119	30307	13448	18.8711083437111
WASP0040312	2067	42151	40916	18592	19.7948717948718
WASP0040313	1802	50829	33822	15720	18.7691453940067
WASP0040314	4850	198636	85159	39440	17.5585567010309
WASP0040315	4780	156927	88171	41035	18.4458158995816
WASP0040316	2424	80560	42901	19603	17.6984323432343
WASP0040317	5759	180152	119039	56045	20.6700816113909
WASP0040318	4462	121014	100678	38143	22.5634244733303
WASP0040319	2448	65263	40734	18503	16.6397058823529
WASP0040320	1917	30856	25514	11806	13.3093375065206
WASP0040321	4565	185554	87562	40082	19.181161007667
WASP0040322	2818	157660	45960	20237	16.3094393186657
WASP0040323	2299	85488	37486	16773	16.3053501522401
WASP0040324	2873	65809	61631	28380	21.4517925513401
WASP0040325	2066	47605	36894	16503	17.8576960309777
WASP0040326	1665	37839	26875	12193	16.1411411411411
WASP0040327	1854	45426	30546	13935	16.4757281553398
WASP0040328	1634	24609	12609	5488	7.71664626682987
WASP0040329	3955	122774	84123	39182	21.2700379266751
WASP0040330	1577	37561	31816	14605	20.1750158528852
WASP0040331	1978	72155	49339	21712	24.9438827098079
WASP0040332	3357	87486	70610	33344	21.0336610068514
WASP0040333	2484	63367	47737	22034	19.2177938808374
WASP0040334	1773	30050	26133	11940	14.7394247038917
WASP0040335	3485	102596	73074	34154	20.9681492109039
WASP0040336	2231	46415	31103	14139	13.9412819363514
WASP0040337	2058	59708	33334	14862	16.1972789115646
WASP0040338	2735	57216	42236	19446	15.4427787934186
WASP0040339	3401	73641	68138	31615	20.0346956777418
WASP0040340	830	13502	6091	2488	7.33855421686747
WASP0040341	1244	36250	21785	9861	17.5120578778135
WASP0040342	634	16957	6875	2798	10.8438485804416
WASP0040343	3120	76626	75491	34374	24.1958333333333
WASP0040344	1647	40138	19026	8131	11.551912568306
WASP0040345	3831	162677	87913	37835	22.9477943095798
WASP0040346	1960	107800	36662	16078	18.7051020408163
WASP0040347	1698	49894	25940	12019	15.2767962308598
WASP0040348	3018	70864	52432	24439	17.3730947647449
WASP0040349	2879	78480	76499	33251	26.5713789510247
WASP0040350	6008	234152	126645	58895	21.0793941411451
WASP0040351	1613	43380	33845	15545	20.9826410415375
WASP0040352	5381	141202	120385	57049	22.3722356439324
WASP0040353	3775	168328	78337	33677	20.7515231788079
WASP0040354	2213	49401	36532	16812	16.5079078174424
WASP0040355	2190	56323	45893	21361	20.9557077625571
WASP0040356	1639	40638	25891	11548	15.7968273337401
WASP0040357	641	14321	6848	2855	10.6833073322933
WASP0040358	941	21106	18906	7947	20.0913921360255
WASP0040359	943	22876	14614	6689	15.4973488865323
WASP0040360	1345	29898	25114	11540	18.6721189591078
WASP0040361	1036	22581	10561	4485	10.1940154440154
WASP0040362	3251	98077	74389	27702	22.881882497693
WASP0040363	1284	35298	21778	9894	16.9610591900312
WASP0040364	2365	51567	40289	18157	17.0355179704017
WASP0040365	1604	35040	24653	11335	15.3697007481297
WASP0040366	1159	30397	17442	7885	15.0491803278689
WASP0040367	3650	89789	76892	33544	21.066301369863
WASP0040368	775	10765	9264	4157	11.9535483870968
WASP0040369	553	16463	6650	2713	12.0253164556962
WASP0040370	2048	60847	40582	18704	19.8154296875
WASP0040371	3315	79876	60673	28508	18.3025641025641
WASP0040373	1178	23842	17566	7519	14.911714770798
WASP0040374	1397	26999	24095	10889	17.2476735862563
WASP0040375	2089	45837	46341	22022	22.1833413116324
WASP0040376	703	12612	6537	2458	9.29871977240398
WASP0040377	2567	85765	75016	35579	29.2232177639268
WASP0040378	3226	78725	90606	42884	28.0861748295102
WASP0040379	995	21376	18911	8647	19.0060301507538
WASP0040380	585	11245	5766	2464	9.85641025641026
WASP0040381	1476	28402	22316	10237	15.1192411924119
WASP0040382	773	15633	14654	6294	18.9573091849935
WASP0040383	556	11667	8218	3679	14.7805755395683
WASP0040384	979	16152	8048	3320	8.22063329928499
WASP0048002	858	60162	10626	4604	12.3846153846154
WASP0048003	2489	182838	149255	71318	59.965849738851
WASP0048004	1486	115689	69764	33149	46.9475100942127
WASP0048005	1430	99582	76977	36969	53.8300699300699
WASP0048006	2130	192601	151075	72241	70.9272300469484
WASP0048007	1254	87373	51268	23926	40.8835725677831
WASP0048009	1586	145961	107509	51260	67.7862547288777
WASP0048010	611	41394	31264	14910	51.1685761047463
WASP0048011	687	43381	26541	12562	38.6331877729258
WASP0048012	909	78225	41660	19693	45.8305830583058
WASP0048013	1204	149380	57993	27322	48.1669435215947
WASP0048014	536	41978	18677	8839	34.8451492537313
WASP0048015	952	37109	14665	6812	15.4044117647059
WASP0048016	5588	482609	307105	145084	54.9579455977094
WASP0048017	692	39148	38806	18684	56.0780346820809
WASP0048018	991	81527	86527	41872	87.3128153380424
WASP0048019	1015	84439	58369	27788	57.5064039408867
WASP0048020	405	15364	16081	7703	39.7061728395062
WASP0048021	649	33757	26276	12203	40.4869029275809
WASP0048022	639	18503	15501	7334	24.2582159624413
WASP0048023	629	35941	35831	17355	56.9650238473768
WASP0048024	1159	77614	34976	16296	30.1777394305436
WASP0048025	1329	107565	95369	45458	71.7599699021821
WASP0048026	276	13874	5535	2354	20.054347826087
WASP0048027	473	29571	17428	8247	36.845665961945
WASP0048028	480	17493	17300	8315	36.0416666666667
WASP0048029	263	13696	3036	1154	11.5437262357414
WASP0048030	347	26455	11395	5337	32.8386167146974
WASP0048031	522	37776	36686	17531	70.27969348659
WASP0048032	1643	143200	96018	45955	58.4406573341449
WASP0048033	610	30295	21767	10233	35.6836065573771
WASP0048034	584	38065	38291	17862	65.5667808219178
WASP0048035	498	22169	12878	6057	25.859437751004
WASP0048036	653	29125	19404	9268	29.7151607963247
WASP0048037	728	99838	51435	24086	70.6524725274725
WASP0048038	468	23656	14629	6884	31.258547008547
WASP0048039	513	35433	21797	10255	42.4892787524367
WASP0048040	1260	102739	91076	43589	72.2825396825397
WASP0048042	1243	110366	87522	42050	70.4119066773934
WASP0048043	635	51774	40569	19171	63.888188976378
WASP0048044	418	16746	14960	7016	35.7894736842105
WASP0048045	485	21091	16421	7605	33.8577319587629
WASP0048046	707	45245	31203	14810	44.1343705799151
WASP0048047	340	12067	8095	3815	23.8088235294118
WASP0048048	2034	150647	99814	47571	49.0727630285153
WASP0048049	651	42139	27039	12824	41.5345622119816
WASP0048050	1225	74805	67915	32088	55.4408163265306
WASP0048051	570	29189	23411	11152	41.0719298245614
WASP0048052	277	9631	7032	2987	25.3862815884477
WASP0048053	561	61792	7297	3214	13.0071301247772
WASP0048054	567	16715	14453	6909	25.4902998236332
WASP0048055	272	10815	11297	5342	41.5330882352941
WASP0048056	877	50958	44086	21153	50.2690992018244
WASP0048057	537	42055	25512	12335	47.5083798882682
WASP0048058	370	13432	11195	5080	30.2567567567568
WASP0048059	619	25519	21809	9958	35.232633279483
WASP0048060	704	43053	49861	23471	70.8252840909091
WASP0048062	679	36161	53885	26030	79.359351988218
WASP0048064	304	15267	4953	2237	16.2927631578947
WASP0048065	2511	293950	234202	110968	93.2704101951414
WASP0048066	697	43451	21881	10273	31.3931133428981
WASP0048067	411	23064	17276	8191	42.0340632603406
WASP0048068	223	14916	6982	3100	31.3094170403588
WASP0048069	555	32686	23719	10915	42.7369369369369
WASP0048070	541	26045	23455	11042	43.354898336414
WASP0048071	450	24478	13009	6154	28.9088888888889
WASP0048072	1511	121198	109839	53211	72.6929185969557
WASP0048073	1579	129879	124590	59304	78.9043698543382
WASP0048074	271	22114	4069	1598	15.0147601476015
WASP0048075	483	22579	25119	11296	52.0062111801242
WASP0048076	475	29958	30567	14291	64.3515789473684
WASP0048077	322	50411	4872	1898	15.1304347826087
WASP0048078	303	16430	9478	4261	31.2805280528053
WASP0048079	563	29442	31249	14625	55.5044404973357
WASP0048080	1209	64921	54180	25830	44.8138957816377
WASP0048082	434	30564	16345	7736	37.6612903225807
WASP0048084	595	44055	20128	9154	33.8285714285714
WASP0048085	614	60517	17685	7887	28.8029315960912
WASP0048086	544	20466	17898	8570	32.9007352941176
WASP0048087	500	23465	19316	8977	38.632
WASP0048088	948	71942	79801	38320	84.1782700421941
WASP0048089	661	52103	54551	26280	82.5279878971256
WASP0048090	693	91039	38492	17832	55.5440115440116
WASP0048091	829	75999	61085	29068	73.6851628468034
WASP0048093	585	59028	45817	21904	78.3196581196581
WASP0048094	239	8499	6438	3007	26.9372384937239
WASP0048095	397	42677	28127	13208	70.8488664987406
WASP0048096	377	30684	22793	10893	60.4588859416446
WASP0048097	2593	190026	201097	96800	77.5537986887775
WASP0048098	1007	53310	44403	21240	44.0943396226415
WASP0048099	654	37768	35336	16751	54.0305810397554
WASP0048100	2628	187314	212649	101754	80.9166666666667
WASP0048101	1546	116726	91077	43489	58.9113842173351
WASP0048102	1007	44902	30818	14763	30.6037735849057
WASP0048103	764	38324	39979	19032	52.3285340314136
WASP0048106	494	10911	10604	4999	21.4655870445344
WASP0048108	507	29504	23327	11096	46.0098619329389
WASP0048109	507	17075	14628	7012	28.8520710059172
WASP0048111	691	52109	44141	20591	63.8798842257598
WASP0048112	856	43723	30682	14413	35.8434579439252
WASP0048113	389	8932	6884	3148	17.6966580976864
WASP0048114	492	21498	16581	7851	33.7012195121951
WASP0048115	466	18155	26013	12494	55.8218884120172
WASP0048116	465	13160	7217	3052	15.5204301075269
WASP0048117	477	15523	19338	9041	40.5408805031447
WASP0048118	364	10051	12422	5730	34.1263736263736
